Card ID,Created By,Space Posted in,Date of Card Posting,Time of Card Posting,Card Type,Card Title,Card Description,Card Body,Total Reach,Number of Views,Number of Likes,Number of Shares(Inside App),Number of Shares(Outside App),Number of Comments,Number of Upvotes on Comments,Number of Saves,Number of Reports,Option A(Poll Cards Only),Option B(Poll Cards Only),Option C(Poll Cards Only),Mission Date,Mission  Time,Mission  Format,Mission Link,Mission Link Clicks,Length of Video (seconds),Watch Time for Video Cards
1970,Koustubh Kulkarni,Campus Spaces,04-11-2021,17:20:46,image,QDYMQVNDIPWFMGA,,"<h3>Ivan Reni Varghese | Space Warrior at Under 25 DSU</h3><p>It's been 3 days since Space Warriors have started their Campus Pages &amp; so did Ivan🔋</p><blockquote>All Space Warrior is learning how to design &amp; it has been a treat to watch how quickly everyone is picking up on skills just to kick start their space📯</blockquote><p><strong>Ivan has designed over 6 posts all by himself</strong> &amp; a killer story segment that has boosted his page💎</p><h3>Here's how he did it all by himself! ⚡</h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-04_170930.max-1440x900.jpg""></p><blockquote>But here's where things got crazy🧨</blockquote><h3>I gave all the space warriors who have launched a <strong>Reel challenge yesterday.</strong> Where they had to make one reel for their campus🦋</h3><h3><br></h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-04_171224.max-1440x900.jpg""></p><blockquote>Ivan's reel caught fire &amp; It blew out of proportion!</blockquote><h3>Link to the video 🔗</h3><p>https://www.instagram.com/reel/CV0PklOhPmM/?utm_medium=copy_link</p><h3>He gained over <strong>140 followers overnight 📍</strong></h3><p>Making Under 25 DSU the first Space to hit 500 followers this year. <img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-04_171510.max-1440x900.jpg""></p><blockquote>His page also had some visitors 🎈</blockquote><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-04_171640.max-1440x900.jpg""></p><h3>Drop a fire emoji in the comments if you've seen his recent reel 🔥</h3><br><br><br><br>",REACH NOW ADDED,158,23,0,OUTSIDE SHARE COUNTER NOW ADDED,13,25,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Koustubh Kulkarni,Campus Spaces,05-11-2021,19:33:55,image,XHBJDARSVBSAPRB,,"<blockquote>The Under 25 logo represents <strong>Matter &amp; Space.</strong></blockquote><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-05_193255.max-1440x900.png""></p><h3>Which of the above icon represents<strong> ""Space""?👀</strong></h3><p><br></p><blockquote>Like for the Pentagon</blockquote><p><br></p><p><br></p><blockquote>Comment for the Triangle</blockquote><br><br><br><br>",REACH NOW ADDED,81,15,0,OUTSIDE SHARE COUNTER NOW ADDED,2,5,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Koustubh Kulkarni,Campus Spaces,06-11-2021,12:43:04,video,GQZKOQPSQNXLOOO,,<h3>Say hello to the newly warmed up Campus Spaces!🛫🛫</h3><p><br></p><blockquote><strong>Congratulations!🚀🚀</strong></blockquote><p><br></p><p>- Under 25 KCMT | Philip Sunny</p><p>- Under 25 SFC | Deeksha Chitturi &amp; Deeksha Deshpande</p><p>- Under 25 CIT | Vanishree Kulkarni</p><p>- Under 25 BMSCW | Pannagasri G</p><br><br><br><br>,REACH NOW ADDED,68,13,0,OUTSIDE SHARE COUNTER NOW ADDED,8,10,0,0,,,,,,,,TO BE ADDED,16,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Koustubh Kulkarni,Campus Spaces,06-11-2021,22:34:41,image,ZLERUTIYNBNMJZF,,"<h3>It's been over a week since Space Warriors have launched the first set of Student Ran Spaces on the app!💯</h3><blockquote>And so many of you all have asked me what are they up to? Can we see how their spaces look? 👀</blockquote><p>So here's a sneak peek into the spaces <strong>that have started posting cards!🚀</strong></p><h3>Under 25 BMSCW | Pannagasri G</h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-06_222910.max-1440x900.jpg""></p><h3>Under 25 CIT | Vanishree Kulkarni</h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-06_222957.max-1440x900.jpg""></p><h3>Under 25 KCMT | Philip Sunny</h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-06_223014.max-1440x900.jpg""></p><h3>Under 25 STC | Meenakshi &amp; Nicole</h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-06_223105.max-1440x900.jpg""></p><h3>Under 25 DSU | Ivan Reni Varghese</h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-06_223219.max-1440x900.jpg""></p><h3>Let me know in the comments what's the heading of your first ever card!</h3><blockquote>&amp; the most upvoted heading gets something special😌❤</blockquote><br><br><br><br>",REACH NOW ADDED,104,19,1,OUTSIDE SHARE COUNTER NOW ADDED,4,3,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Koustubh Kulkarni,Campus Spaces,07-11-2021,04:29:33,image,WJLWELMJXMQWEKC,,<h3>If this card hits 100 views in the next 24 hours I will make a teaser video for this launch 🎬</h3><br><br><br><br>,REACH NOW ADDED,161,24,0,OUTSIDE SHARE COUNTER NOW ADDED,7,2,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,Koustubh Kulkarni,Campus Spaces,07-11-2021,22:04:23,video,QPASHGJWPOFIHRL,,"<h3>Space Launch #2 </h3><p><br></p><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-07_220045.max-1440x900.png""></p><p><br></p><blockquote>Here's a glimpse of what all of us missed out on the 5th of November 🎬</blockquote><p><br></p><blockquote><strong>Space Warrior | Philip Sunny </strong></blockquote><p><br></p><h3>Tell me in the comments what's something that excites you as a space warrior for your campus?</h3><br><br><br><br>",REACH NOW ADDED,52,14,1,OUTSIDE SHARE COUNTER NOW ADDED,8,6,0,0,,,,,,,,TO BE ADDED,27,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,Koustubh Kulkarni,Campus Spaces,08-11-2021,13:48:37,image,DIYFIZGJBDLMPLI,,<blockquote><strong>Export or Abort is a design exercise</strong> where you tell me whether you'd export what's in the image or abort it.</blockquote><p><br></p><h3>Let me know what's your pick? Will you export this Pill or Abort it &amp; why?⚡</h3><p><br></p><blockquote>I shall upvote the correct answers 🚀</blockquote><br><br><br><br>,REACH NOW ADDED,118,18,0,OUTSIDE SHARE COUNTER NOW ADDED,12,6,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,Koustubh Kulkarni,Campus Spaces,09-11-2021,17:40:36,image,HGESSXIFKFTTMWK,,"<h3>Did Pannagasri just pull off an Anto on her space?🎈</h3><p>Let's find out🤭</p><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-09_173828.max-1440x900.jpg""></p><blockquote>On 8th November 2021, I got this message from Pannagasri, asking if she could do a story take over for her campus.</blockquote><h3>And OFC I said yesss! 🌻</h3><p>She went live on her page &amp; then BOOM 💣</p><blockquote>She took over the space like it's nobody's business &amp; slammed it🎙</blockquote><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-09_173841.max-1440x900.jpg""></p><blockquote>My personal favourite answer was: How Space Warrior &amp; Space Shuttle has got nothing to with ""space"" 🌌 😂</blockquote><h3>The Story Segment ended with her showing how everyone on her campus is right now applying to be a member for her Space 💾</h3><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-09_173856.max-1440x900.jpg""></p><blockquote>If you still haven't checked out her take over to go to her page &amp; check it out🚀</blockquote><p><br></p><p><a href=""Click%20here%20to%20watch%20the%20take%20over"">https://instagram.com/under25bmscw?utm_medium=copy_link</a></p><p><br></p><h3>Let me know in comments what is the funniest question somebody has asked you about your space🤭</h3><br><br><br><br>",REACH NOW ADDED,111,22,0,OUTSIDE SHARE COUNTER NOW ADDED,11,13,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Koustubh Kulkarni,Campus Spaces,10-11-2021,15:15:36,image,XPIGNIPTOBJLVFI,,"<h3>Vanishree Kulkarni | Space Warrior at Under 25 CIT</h3><p><br></p><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-10_150426.max-1440x900.jpg""></p><p><br></p><p>On 9th November 2021, Vanishree finally got a chance to launch her space live on campus 👡</p><p><br></p><p><strong>She had a fully curated event!</strong></p><blockquote>To an extend where she had a theme for her launch👒</blockquote><p><br></p><p>Guess the theme in the comments section ;)</p><p><br></p><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-10_150533.max-1440x900.jpg""></p><p><br></p><h3>✅ <em>From Experience zones to a Photobooth Vanishree had all boxes ticked!</em></h3><p><br></p><p><br></p><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-10_151312.max-1440x900.jpg""></p><blockquote>This is the 3rd Space launch &amp; I feel so proud to share all your big &amp; small wins❤</blockquote><p><br></p><p>Please send all the love to each other &amp; reach out if you feel there is anything I can help you all with💫</p><br><br><br><br>",REACH NOW ADDED,108,13,1,OUTSIDE SHARE COUNTER NOW ADDED,19,12,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Koustubh Kulkarni,Campus Spaces,10-11-2021,18:04:50,image,XDSGRWGGWUIDLYT,,<h3>Export or Abort is a design exercise where you tell me whether you'd export what's in the image or abort it.</h3><p><br></p><blockquote>Let me know what's your pick? Will you export this Under 25 logo or Abort it &amp; why?⚡</blockquote><p><br></p><p>I shall upvote the correct answers 🚀</p><br><br><br><br>,REACH NOW ADDED,62,14,0,OUTSIDE SHARE COUNTER NOW ADDED,10,4,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Koustubh Kulkarni,Campus Spaces,11-11-2021,17:39:44,image,LZWICGTXOSVPNSP,,"<p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-11_171921.max-1440x900.jpg""></p><p>Yess it was THAT CRAZY!🤯</p><p><br></p><blockquote>Ritviz's performance was just one of the highlights!</blockquote><p><br></p><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-11_173243.max-1440x900.jpg""></p><p><br></p><h3>This Summit had Experience zones, Food trucks, Silent disco &amp; what not🤯</h3><p><br></p><p><img src=""https://under25app.s3-accelerate.amazonaws.com/images/2021-11-11_173232.max-1440x900.jpg""></p><blockquote>This was such a big project where other space warriors in the city also got a chance to work for it.</blockquote><h3><br></h3><h3>What I learnt from this case study?🤔</h3><p><br></p><p><strong>Just because something hasn't done before doesn't mean you can't do it.</strong></p><p>After seeing this Summit happen I decided that one day I wanted to a summit that is even crazier than this one &amp; just like that someone just has to raise stakes but it depends on which one are you.</p><p><br></p><blockquote>The Trendsetter or the one who raises the stakes?</blockquote><p><br></p><h3>If you get a chance to host the Under 25 Summit at campus, how many people would you accommodate?🚦</h3><br><br><br><br>",REACH NOW ADDED,54,21,0,OUTSIDE SHARE COUNTER NOW ADDED,7,3,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Koustubh Kulkarni,Campus Spaces,12-11-2021,19:27:24,image,XRFPCKEJGVGEHLZ,,<h3>Which pill would you take if you'd have the option to choose one of life time?💊</h3><br><br><br><br>,REACH NOW ADDED,63,21,0,OUTSIDE SHARE COUNTER NOW ADDED,9,10,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,Koustubh Kulkarni,Campus Spaces,16-11-2021,22:31:06,image,DSWYUPRWFAZSNLI,,"<h2>Akshita Nayak | Under 25 DYPIU 🚀</h2><p><br></p><h3>Who got the most insane dopest college your before visiting the campus?</h3><p>HAS TO BE DYPIANS</p><p><br></p><p><em>Akshita just landed a hype beast on her</em> campus pages with over 15k+ views!💥</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-16_223024.max-1440x900.png""></p><p><br></p><p>Even are not getting a good response in the trust reel she went out of her way to make things right the second time🚦</p><h3>She didn't only land so many hits but her campus page also got over 80 followers just because of this reel.</h3><p>Pretty sure the FOMO in DYPIU is hitting hard right now 🌟</p><p><br></p><h3>Let me know in the comment how many views did you expect on your first reel?</h3><br><br><br><br>",REACH NOW ADDED,65,16,0,OUTSIDE SHARE COUNTER NOW ADDED,9,10,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,Koustubh Kulkarni,Campus Spaces,17-11-2021,18:26:11,image,VQJTPEUZVGYUQWL,,"<h3>Pannagasri what's happening on the 18th? 🧐</h3><p><br></p><blockquote>Under 25 BMSCW dropped a reel yesterday that got all of us thinking about the number ""18""</blockquote><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_182355.max-1440x900.jpg""></p><p><br></p><p>The reel showcase 18 in all kinds of forms &amp; shapes, with an insane CTA that got the comments section going nuts😵 </p><p><br></p><h3>What does 18 mean to you?</h3><p>Here's what students of BMSCW had to say about it</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_182243.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_182248.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_182255.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_182302.max-1440x900.jpg""></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_182315.max-1440x900.jpg""></p><p><br></p><h3>Now it's our turn! What does 18 mean to you SWs? </h3><p><br></p><p>Let me know in comments 🤗</p><p><br></p><h2><a href=""https://www.instagram.com/reel/CWV7E1WDFf5/?utm_medium=copy_link"">Click here to check out the reel here!</a></h2><p><br></p><p><br></p><br><br><br><br>",REACH NOW ADDED,69,18,0,OUTSIDE SHARE COUNTER NOW ADDED,7,9,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,Koustubh Kulkarni,Campus Spaces,17-11-2021,18:41:04,vertical,We got Vada pav in office today!,If this card gets 100 comments I treat you all!,"<h3>Don't we all have that one friend in our group who always gets food for everyone &amp; makes our day?🍩</h3><p><br></p><blockquote>In my life, that friend is Rohit Menda (@itsrohitmenda XD)</blockquote><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_183854.max-1440x900.png""></p><p><br></p><h3>It was 3 PM &amp; I was having a very hectic day, probably I would have missed lunch cause of back to back calls but then.</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-17_183944.max-1440x900.png""></p><blockquote>This happens🌻</blockquote><h3><br></h3><blockquote>I had that Vada Pav &amp; went back into the meeting 🤗, just wanted to appreciate my homie for saving the day!</blockquote><p><br></p><h3>Thank you ,Rohit! if you are reading this you made my day❤</h3><br><br><br><br>",REACH NOW ADDED,83,27,0,OUTSIDE SHARE COUNTER NOW ADDED,21,26,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,Koustubh Kulkarni,Campus Spaces,18-11-2021,23:20:44,image,LUKYTVXPEJMGYCQ,,"<h2>Vanishree Kulkarni | Under 25 CIT</h2><p><br></p><h3>Quoting Vanishree 💥</h3><p><br></p><p>The idea behind the ""Passing on Positivity"" board was that you take a positive message that you ""need"" to hear or ""give"" a positive or uplifting message for someone else.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-18_231838.max-1440x900.jpg""></p><p><br></p><p>We displayed the ""Passing on Positivity"" board in the centre pillar of the Seminar Hall.</p><p><br></p><p>We had 6 different topics on positivity and each topic had around 30 motivating quotes related to that topic and students picked whichever they felt is good and gave it to a stranger.</p><p><br></p><p>Being appreciated goes a long way and it doesn't take much effort to appreciate the people around you, be it strangers or friends.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2021-11-18_231820.max-1440x900.jpg""></p><p><br></p><blockquote>So many of us get so busy we often forget the basic, beautiful, simplicity of simple kindness. Be kind whenever you can, it may be the only kindness someone receives that day. So many easy, fun, and inexpensive ideas. </blockquote><p><br></p><p>Paying it forward is wonderful, but it has to start somewhere, let it start with you today.</p><p><br></p><h3>Kudos to her efforts to make something like this come alive &amp; gifting so many people with a smile💫</h3><p><br></p><p>Drop one quote that motivates you every time you feel low &amp; let's make the comments section our motivation repository!🌻</p><h3><br></h3><br><br><br><br>",REACH NOW ADDED,74,17,0,OUTSIDE SHARE COUNTER NOW ADDED,15,18,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,Koustubh Kulkarni,Campus Spaces,22-11-2021,23:13:16,video,SDBMDKKQCAITKJP,,<h3>The hype for the date reveal was TOO GOOD &amp; they launched with such a bang that overnight the space crossed over 2000 followers!</h3><p><br></p><p>But who did it?🤔</p><p><br></p><blockquote>Hint: This was an all-girls campus!</blockquote><p><br></p><h3>Let me know in comments!💥</h3><br><br><br><br>,REACH NOW ADDED,55,14,0,OUTSIDE SHARE COUNTER NOW ADDED,6,5,0,0,,,,,,,,TO BE ADDED,15,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,Koustubh Kulkarni,Campus Spaces,23-11-2021,18:42:11,image,XCQGQBEJKFLWWUZ,,"<p><br></p><h3>Tomorrow we dismantle the group with All the Space warriors who are yet to submit their MoUs⚡</h3><p><br></p><p>Space Switch Form ☔</p><p><br></p><h3><a href=""https://forms.gle/Y7yZmV5N2P6ysEHF6"">Click here</a></h3><p><br></p><p>Here's the link for everyone who is gonna submit their space boards today &amp; tomorrow 🌀</p><p><br></p><h3><a href=""https://docs.google.com/forms/d/e/1FAIpQLScEumaMHymrTiUaAR94UcteUJmlQmKWbbep8YGDVTTFkvgVJg/viewform"">Click here</a></h3><p><br></p><p>All the best warriors, Make the right choice!</p><br><br><br><br>",REACH NOW ADDED,139,24,9,OUTSIDE SHARE COUNTER NOW ADDED,4,4,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
